id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365,number_of_reviews_ltm,license
907433,Bel Appartement Budapest centre,4860623,Pierre Et Mary,,VI. kerület,47.50547,19.06378,Entire home/apt,37842,1,200,2025-01-19,1.63,2,123,20,
907584,♥ Estudio enfrente de la Opera!!,4861661,Carmen & Tomi,,VI. kerület,47.50179,19.05799,Entire home/apt,12226,2,322,2025-01-05,2.35,1,54,54,
925338,central flat VACI UTCA max 4 people,1778089,Ferdinando,,V. kerület,47.49135,19.0555,Entire home/apt,17116,3,79,2024-12-24,0.56,4,177,1,MA20007470
928743,Andrássy - Kódaly heritage building,4999880,Jul,,VI. kerület,47.50929,19.07096,Entire home/apt,52977,5,4,2024-08-29,0.04,1,26,2,MA23077447
939725,"Downtown, Market Hall, Pubs, Danube",5076181,Niki,,IX. kerület,47.48476,19.0638,Entire home/apt,136268,20,91,2019-08-05,0.63,1,365,0,
968237,"Blaha flat, balcony, Gellért  view",5284027,Sándor,,VIII. kerület,47.49762,19.07306,Entire home/apt,23474,2,571,2025-01-23,4.00,13,356,56,MA19021238
974916,Hedgehog Apartment near Margaret Island,463246486,Dávid,,II. kerület,47.51219,19.03382,Entire home/apt,13953,2,324,2024-10-06,2.27,40,179,9,MA20003312
989147,Ultimate Panorama Central Luxury!,5430081,Sebastian,,V. kerület,47.49102020263672,19.05213737487793,Entire home/apt,116550,2,282,2025-01-22,1.96,2,317,27,MA21024963
1015853,Art Nouveau Double in city center,5590017,Judit,,VII. kerület,47.49472,19.05981,Private room,32601,2,16,2018-11-17,0.12,2,67,0,
1018678,CenterStudio with BALCONY/Downtown!,4584895,Krisztián,,V. kerület,47.49071,19.05629,Entire home/apt,21431,2,124,2018-12-01,0.87,2,0,0,
1040259,Fresh tiny studio in the center - Nagymezo 32,578401,Attila,,VI. kerület,47.5042,19.05912,Entire home/apt,12050,28,260,2025-01-03,1.82,4,224,29,
1056233,Stay in a world traveller's nest,2706174,Eva,,V. kerület,47.49486,19.05034,Entire home/apt,18338,2,389,2025-01-13,2.72,1,155,50,MA19014344
1065870,Airconditioned room by Ráday street,5863654,Kate&Steve,,IX. kerület,47.48582,19.06857,Private room,11818,3,256,2024-12-16,1.84,1,82,32,MA19023756
1078167,Little Whistle in the heart of Jewish district A/C,5931558,Balazs,,VII. kerület,47.49715,19.06312,Entire home/apt,18456,2,675,2024-12-28,4.72,2,283,32,MA20018659
1081339,1 bedroom apartment with fireplace,5947328,Tamara,,XII. kerület,47.49132,19.00992,Entire home/apt,21829,3,21,2020-08-16,0.15,2,0,0,MA19014021
1081408,Quiet two bedroom apartment,5947328,Tamara,,XII. kerület,47.49207,19.00982,Entire home/apt,24254,3,31,2019-08-05,0.22,2,0,0,
1086817,Modern renovated flat right next the Opera house,5974194,Sophie,,VI. kerület,47.50188,19.05788,Entire home/apt,20376,5,2,2014-10-16,0.01,1,234,0,
1092103,Anna apartament 2 bedroom 2 bathroom 6 bike,5999985,Roberta,,VI. kerület,47.509342193603516,19.059213638305664,Entire home/apt,40344,2,30,2024-10-13,0.21,1,347,2,
1102313,Luxury.  City Center Apartment,6053666,Mª Dolores,,VI. kerület,47.50251,19.06213,Entire home/apt,28877,4,105,2025-01-02,0.76,2,47,11,
1126561,Lovely flat green garden 2 Budapest,6180423,László,,II. kerület,47.5246,19.03718,Entire home/apt,26489,1,264,2024-12-30,1.85,6,140,21,
1144342,Central City & Váci Street View,5430081,Sebastian,,V. kerület,47.4924,19.0546,Entire home/apt,40344,2,31,2025-01-03,0.24,2,360,5,MA23058980
1147829,Your own ruin pub in Budapest,6292354,Miklós,,IX. kerület,47.4854,19.0646,Entire home/apt,20286,2,245,2024-05-05,1.73,1,0,2,MA22050588
1152892,Apart. in Andrassy Blvd. (Budapest),6053666,Mª Dolores,,VI. kerület,47.50195,19.05981,Entire home/apt,17540,4,80,2025-01-03,0.57,2,33,7,
1157789,Venus Apartments - City Park I,2990468,Venus,,VII. kerület,47.50569,19.08095,Entire home/apt,22071,2,268,2025-01-23,1.91,44,48,11,MA22035621
6020,"Really local, quiet-clean, Danube-Parlament close",2850,Janos,,XIII. kerület,47.51425,19.04829,Entire home/apt,16941,2,124,2025-01-09,0.66,3,244,9,
6022,"2 bedrooms , quiet-local-clean perfect location",2850,Janos,,XIII. kerület,47.51481,19.04871,Entire home/apt,17931,2,50,2024-12-01,0.29,3,265,7,
15304,Astoria Garden View Private Room AC by Budapesting,60010,Zsuzsanna,,VII. kerület,47.4953,19.06096,Private room,44419,700,268,2024-12-22,1.47,29,264,2,MA19003534
15306,Astoria Residence Double Room AC by Budapesting,60010,Zsuzsanna,,VII. kerület,47.4953,19.06096,Private room,42382,700,265,2024-12-22,1.49,29,264,2,MA19003534
15307,Astoria Residence Triple Room AC by Budapesting,60010,Zsuzsanna,,VII. kerület,47.4953,19.06096,Private room,43604,700,259,2024-12-21,1.49,29,264,1,MA19003534
15309,Parliament View Penthouse 5Be/3Ba/AC Budapesting,60010,Zsuzsanna,,V. kerület,47.5043,19.05416,Entire home/apt,78300,2,449,2025-01-20,2.52,29,239,64,MA19006827
15310,Király Residence Triple Lux Room AC by Budapesting,60010,Zsuzsanna,,VII. kerület,47.50429,19.06764,Private room,23171,2,210,2025-01-06,1.16,29,50,2,MA22053857
15311,Király Residence Quad Delux Room AC by Budapesting,60010,Zsuzsanna,,VII. kerület,47.50429,19.06764,Private room,25384,2,187,2025-01-06,1.05,29,50,1,MA22053857
15313,Astoria Residence Deluxe 3Be/2Ba/AC by Budapesting,60010,Zsuzsanna,,VII. kerület,47.4953,19.06096,Entire home/apt,36734,2,157,2025-01-20,0.92,29,264,35,MA19003534
15315,Király Residence Apartment 2Be/AC by Budapesting,60010,Zsuzsanna,,VII. kerület,47.50429,19.06764,Entire home/apt,18281,2,176,2025-01-26,1.09,29,350,53,MA22053857
27610,Wellness apartment with sauna and huge bathtub,119397,Akos,,XIII. kerület,47.51636,19.04997,Entire home/apt,154857,364,164,2020-02-16,0.96,2,365,0,
33301,Elegant Home in Town Center,144371,Julie,,VI. kerület,47.50721,19.06148,Entire home/apt,34639,30,6,2024-08-31,0.05,1,208,2,
33474,(P1/SZA) City center apartment at River Danube,144924,Andras,,V. kerület,47.49357,19.05515,Entire home/apt,11643,3,466,2025-01-09,2.83,5,124,35,MA19014295
33480,(P2/SZA) Quiet place in heart of the city center,144924,Andras,,V. kerület,47.49357,19.05515,Entire home/apt,9316,3,403,2024-11-04,2.47,5,141,28,MA19014295
33498,(A/SZA) Central apartment with balkony,144924,Andras,,VII. kerület,47.49777,19.05678,Entire home/apt,9255,3,500,2025-01-12,3.02,5,146,45,MA19014278
38620,Roomy studio A/C&WiFi next Oktogon,165612,Georgie,,VI. kerület,47.50529,19.06878,Entire home/apt,61128,25,52,2016-05-30,0.31,2,0,0,
48250,(B1/SZA) Quite and cheap apartment in city center,144924,Andras,,IX. kerület,47.48344,19.06646,Entire home/apt,8383,3,322,2025-01-05,2.12,5,169,26,MA19014285
48632,"(B2/SZA) Quiet,cozy and nice apartment in the city",144924,Andras,,IX. kerület,47.48291,19.06691,Entire home/apt,9316,3,295,2025-01-07,1.94,5,166,28,MA19014285
57726,Vaci Utca apartment at the River,155859,Flora,,V. kerület,47.48839,19.05451,Entire home/apt,24162,5,129,2024-10-15,0.76,3,251,4,MA24098254
68700,"Spacious, 3-Bedroom Apartment at Opera House",341817,Orsolya,,VI. kerület,47.503677,19.060095,Entire home/apt,23921,2,211,2025-01-06,1.26,1,211,25,EG19022160
71550,TOP Central & Quiet 3 Bedroom Home at Basilica,366648,Judit,,V. kerület,47.50002670288086,19.05094337463379,Entire home/apt,39199,2,381,2025-01-20,2.27,1,258,63,MA19016378
75322,"Great Synagogue view, beautiful, very comfortable",399548,Katalin,,VII. kerület,47.49721,19.0612,Entire home/apt,38016,4,147,2025-01-04,1.02,3,170,32,MA19015037
75337,Historic city center home with balcony,399611,Katalin,,V. kerület,47.49094,19.05457,Entire home/apt,16651,4,187,2025-01-19,1.14,3,60,29,MA19018706
75510,Good Old Budapest downtown,400940,Barnabás,,V. kerület,47.49752,19.05109,Entire home/apt,14263,3,761,2025-01-24,4.54,1,26,63,
78250,Broadway apartment downtown at the Opera,420261,Bea,,VI. kerület,47.50449,19.05899,Entire home/apt,35735,2,135,2024-06-18,0.82,22,149,2,MA23059308
79080,Downtown apt for comfortable nights,425599,Gabor,,V. kerület,47.49021,19.05438,Entire home/apt,16011,2,418,2025-01-01,2.54,1,185,23,MA19012251
89060,"City center,family friendly, 65m2,free WI-FI,A/C",461243,Mariann,,VI. kerület,47.5056,19.061,Entire home/apt,40055,4,48,2025-01-02,0.45,2,300,2,MA20003625
101933,Charming City Center Apt/Large Roof Terrace,399611,Katalin,,II. kerület,47.51421,19.03743,Entire home/apt,18689,4,180,2025-01-06,1.12,3,133,28,MA19018708
118644,Flat in Budapest,589548,Gergoe,,II. kerület,47.54359,19.00194,Entire home/apt,30000,1,0,,,1,0,0,
122095,Astoria Lush Garden View 1Be/1Ba/AC by Budapesting,60010,Zsuzsanna,,VII. kerület,47.4953,19.06096,Entire home/apt,20025,2,299,2025-01-23,1.80,29,289,19,MA19006784
122117,Basilica Residence Lux 3Be/2Ba/AC by Budapesting,60010,Zsuzsanna,,V. kerület,47.50236,19.05413,Entire home/apt,88142,2,299,2025-01-02,1.84,29,229,19,MA22053126
122230,Astoria Grand Apartment 4Be/3Ba/AC by Budapesting,60010,Zsuzsanna,,VII. kerület,47.4953,19.06096,Entire home/apt,57285,2,248,2025-01-26,1.63,29,261,53,MA19003534
122278,Basilica Residence Room with Private Bathroom & AC,60010,Zsuzsanna,,V. kerület,47.50236,19.05413,Private room,37667,700,152,2025-01-11,0.91,29,229,2,MA22053126
140383,"Romance, Luxury, Opera - The Pond",380480,Andy,,VI. kerület,47.50139,19.06018,Entire home/apt,22764,3,187,2025-01-07,1.42,2,168,18,MA20004664
159146,Tidy Studio with mezzanine near Opera,420261,Bea,,VI. kerület,47.50449,19.05899,Entire home/apt,16060,2,82,2024-11-23,0.53,22,184,1,MA23059316
159840,Miso apartment-cute studio near to the Danube,765323,Béla,,V. kerület,47.50972,19.0517,Entire home/apt,11003,2,173,2024-12-04,1.08,22,147,36,EG19016685
159973,Zumin apartment-silent studio near the Synagogue,765323,Béla,,V. kerület,47.49549,19.0578,Entire home/apt,12633,2,212,2024-12-31,1.30,22,166,39,EG19016704
160001,Bouillon apartment-city heartbeat near to  Danube,765323,Béla,,V. kerület,47.49318,19.05491,Entire home/apt,14671,2,245,2025-01-20,1.53,22,209,54,EG19016540
173971,"Free private parking, large patio, cosy apartment",799843,Maria + Paul,,VIII. kerület,47.48591,19.07509,Entire home/apt,19968,4,256,2025-01-07,1.56,1,255,27,MA19002921
194905,Cottage apartment in hilly Budapest,779397,Zsuzsa,,XII. kerület,47.51096,18.99735,Entire home/apt,36000,3,74,2024-12-23,0.54,1,309,6,EG19004147
194999,"Central location, 69sqm, 2-5 people",947441,Sophia,,V. kerület,47.49156,19.06116,Entire home/apt,37168,4,136,2025-01-03,0.95,2,259,14,MA19016972
199338,95 m2 -Heart of BP.  Classic apart with Balcony,973652,Jm,,V. kerület,47.50564,19.05072,Entire home/apt,34429,2,7,2024-08-13,0.05,1,168,6,MA19012746
220545,Cute Apartment Next To Danube,1143339,Mate,,XIII. kerület,47.52986,19.06319,Entire home/apt,14263,7,25,2024-12-15,0.42,1,345,8,EG23055480
223900,Lovely Studio in the heart of Downtown,1164535,Mike,,V. kerület,47.49615,19.05269,Entire home/apt,21748,2,536,2025-01-05,3.31,6,354,31,EG19013561
241827,☆Central☆C♡mf♡rt☆BDPST☆,385268,Tibor Sándor,,VI. kerület,47.50308,19.06341,Entire home/apt,19968,2,154,2022-08-16,1.00,1,32,0,
246813,"❤DOWNTOWN-all in 5 minits★Panorama,Balcony,Coffee",1294499,Gabor,,V. kerület,47.49783,19.05164,Entire home/apt,37027,1,540,2025-01-19,3.36,4,341,54,
252478,"Opera Suite Apartment, breakfast included",292514823,Tamas,,VI. kerület,47.50429,19.05911,Entire home/apt,31086,3,60,2024-12-29,0.39,2,349,7,EG22039279
269164,"Basilica Corner Apartment  ""aircon""",1409956,Olga,,V. kerület,47.50037,19.05324,Entire home/apt,40752,100,136,2016-09-14,0.87,1,365,0,
282785,"Central, Bright, Child-friendly",1263289,Hadley,,VIII. kerület,47.49671,19.07561,Entire home/apt,16614,2,397,2025-01-11,2.50,1,5,30,MA19013639
284750,"Unique view on Danube, Margaret Island, Buda Hills",1482482,Andrea & Erich,,XIII. kerület,47.51579,19.04832,Entire home/apt,46865,5,0,,,1,172,0,
292813,Luxurious flat in city center,1457235,Anna,,VI. kerület,47.50069555102795,19.059318759908596,Entire home/apt,77428,3,230,2025-01-02,1.44,1,340,17,MA23069988
317906,Private VILLA indoor swimming pool 8 bdr,1631522,Eniko,,XXII. kerület,47.43777,19.01724,Entire home/apt,238223,1,149,2025-01-26,0.99,1,232,27,MA21006700
323331,Romantic Studio | Washer | @Parliament+Basilica,1655202,Nelli,,V. kerület,47.50425,19.04863,Entire home/apt,17641,1,302,2025-01-01,1.94,1,59,3,MA20007391
324615,"Grand Opera Apt best location, breakfast included",292514823,Tamas,,VI. kerület,47.50415,19.05772,Entire home/apt,66000,3,125,2024-12-30,0.82,2,341,10,MA23061651
324972,"*CITY CENTER GEM*quiet,clean,unique",1662692,Julia,,VII. kerület,47.49923,19.05969,Private room,11309,2,203,2025-01-10,1.97,2,119,31,
324973,Charming Sunny  Bedroom in City Center!,1662692,Julia,,VII. kerület,47.49865,19.06021,Private room,9780,3,207,2025-01-02,1.37,2,93,40,
326513,Budget apartment in the downtown!,1668115,Laszlo,,IX. kerület,47.48204,19.06562,Entire home/apt,20376,2,549,2024-12-30,3.49,1,358,11,MA19006319
330135,Perfect Stay In Budapest Downtown,1684572,Zsuzsanna,,V. kerület,47.50419,19.04909,Entire home/apt,24451,2,174,2017-04-16,1.11,1,285,0,
352517,Charming Garden House in Buda,1785078,Istvan,,XII. kerület,47.48705,19.01208,Entire home/apt,20376,3,58,2024-12-27,0.37,1,335,2,MA20007217
357814,Oktogon Lux Apartment with pvt Jacuzzi,1810849,Ugo,,VI. kerület,47.50556,19.06318,Entire home/apt,28526,3,58,2024-08-15,0.39,11,140,2,EG19011979
371565,"Cosy, downtown apartment, and Netflix",1829438,Linda,,VI. kerület,47.50968,19.0628,Entire home/apt,21414,3,161,2021-08-02,1.03,1,209,0,
380120,Lovely riverside flat in the center,748975,Timi,,V. kerület,47.51113,19.04906,Entire home/apt,23229,3,114,2025-01-11,0.73,1,293,24,MA20003193
380899,Bright and comfy flat close to Margaret Island,1910638,Ildikó,,II. kerület,47.52156,19.03689,Entire home/apt,15893,2,150,2025-01-18,0.98,1,337,17,MA22035486
402864,Lovely apartment in the centre at Opera,463246486,Dávid,,VI. kerület,47.50128,19.05831,Entire home/apt,12943,2,115,2024-12-31,0.74,40,318,5,
416286,Standard Apartment by Hi5 - Chain Bridge Area(001),2070055,George,,V. kerület,47.498127,19.048748,Entire home/apt,14891,1,247,2024-11-08,1.60,168,331,21,EG19016729
423904,Cozy flat in the center of Budapest,1113429,Martin,,VIII. kerület,47.49305,19.07682,Entire home/apt,10477,2,776,2025-01-12,5.08,1,19,64,MA19022518
441522,"Home by Castle & Fishermans Bastion,  FREE parking",903427,Amelita,,I. kerület,47.50055,19.03878,Entire home/apt,19272,2,53,2025-01-26,0.68,1,87,38,MA23069079
473858,Green Island in the city,2349286,Zita,,XI. kerület,47.48308,19.04552,Private room,12226,3,81,2024-12-23,0.53,4,347,13,MA20001909
484839,Spacious luxury in heart of city,2399914,Johanna,,V. kerület,47.4926,19.05526,Entire home/apt,69278,2,283,2025-01-01,1.85,1,254,22,EG20004005
500568,Classic Style Apartment close Margit island,2469906,Réka,,XIII. kerület,47.51526,19.05517,Entire home/apt,12226,2,95,2023-12-15,0.62,1,197,0,EG19017822
502805,Under the Castle (Free parking on street),2480961,Zsombor,,I. kerület,47.50314,19.04026,Entire home/apt,15071,1,527,2025-01-10,3.77,1,87,48,
505465,Bohemian DIY Studio ♥ JEWISH DISTRICT *AC *WASHER,2491577,Dorka & Nándor,,VII. kerület,47.49923,19.06661,Entire home/apt,13500,1,331,2025-01-12,2.43,2,338,23,MA20001259
1287104,"Akacia Apartment, free inside parking, 2BR, garden",7000193,Sinkó,,XIV. kerület,47.516964,19.121611,Entire home/apt,61128,3,11,2023-07-22,0.08,1,363,0,MA19006699
1320929,"3 bedroom + 2 bathroom +balcony suite ,next opera",2850,Janos,,VI. kerület,47.50089,19.05972,Entire home/apt,34289,2,120,2025-01-03,0.89,3,248,6,MA19013341
1321812,Parliament alkotmany apartment,7176041,Delfina,,V. kerület,47.50652,19.05052,Entire home/apt,34639,3,26,2025-01-02,0.23,1,350,3,
1338024,centREsidence-lovely studio flat-cool neighborhood,139143,Janka,,VIII. kerület,47.49315,19.0738,Entire home/apt,13610,2,472,2025-01-13,3.36,1,256,40,EG20006519
1344349,CHAMP's Inn,7293050,Gergo,,VI. kerület,47.50968,19.06664,Entire home/apt,10653,1,334,2025-01-12,3.13,3,87,41,MA23427671
1372376,"Stunning 150m2 art nouveau,   concert  grand piano",7234573,Stephen,,V. kerület,47.49582,19.05782,Entire home/apt,35935,3,582,2025-01-20,4.46,2,269,60,MA20005975
